Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
8821616921,"Apr 2, 2023, 7:15:14 PM",Night Run,Run,,1554,5.12,159.0,23,false,,,activities/9466431060.fit.gz,,,1554.0,1545.0,5124.3,7.062,3.317,19.4,143.0,10.5,27.2,3.7,0.0,,,92.0,81.0,,143.0,,,376.0,,,23.0,,,,,,,,,,,,,0.0,,1.0,5150.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.298,137.9,,,,4204.0,,,,,,,,,,,,,""
8832522924,"Apr 4, 2023, 4:48:48 PM",Evening Run,Run,Rustig loopje voor morgen,5033,7.92,180.0,103,false,,,activities/9477891071.fit.gz,,,5033.0,2538.0,7920.4,4.713,3.121,34.2,198.0,24.5,34.6,7.3,0.0,,,87.0,82.0,,164.0,,,605.0,,,103.0,,,,,,,,,,,0.0,,0.0,,1.0,7949.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.574,7238.6,,,,6918.0,,,,,,,,,,,,,""
8838156186,"Apr 5, 2023, 4:08:44 PM",Evening Run,Run,,1476,2.54,170.0,18,false,,,activities/9483802826.fit.gz,,,1476.0,755.0,2548.0,5.124,3.375,10.1,134.0,24.9,35.5,3.9,0.0,,,85.0,83.0,,152.0,,,173.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,2556.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.726,149.4,,,,2074.0,,,,,,,,,,,,,""
8838157142,"Apr 5, 2023, 5:04:44 PM",Evening Run,Run,Campusrun,1168,5.03,186.0,58,false,,,activities/9483803840.fit.gz,,,1168.0,1168.0,5029.6,6.592,4.306,11.3,104.0,25.5,35.7,5.6,0.0,,,95.0,84.0,,170.0,,,336.0,,,58.0,,,,,,,,,,,0.0,,0.0,,1.0,5039.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.306,2363.4,,,,3288.0,,,,,,,,,,,,,""
8873591096,"Apr 11, 2023, 5:33:57 PM",Evening Run,Run,,4613,10.13,177.0,70,false,,,activities/9521228535.fit.gz,,,4613.0,3154.0,10135.9,5.18,3.214,0.0,105.0,11.7,12.7,4.0,0.0,,,88.0,79.0,,152.0,,,723.0,,,70.0,,,,,,,,,,,,,0.0,,1.0,10139.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.197,0.0,,,,7692.0,,,,,,,,,,,,,""
8885361884,"Apr 13, 2023, 4:47:20 PM",Evening Run,Run,2x (10x 200m),7136,11.02,200.0,132,false,,,activities/9534221857.fit.gz,,,7136.0,3345.0,11025.0,6.059,3.296,16.9,187.0,21.7,33.3,8.5,0.0,,,90.0,82.0,,166.0,,,809.0,,,132.0,,,,,,,,,,,0.0,,0.0,,1.0,11036.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.545,1839.8,,,,8972.0,,,,,,,,,,,,,""
8893475161,"Apr 15, 2023, 9:13:01 AM",Lunch Run,Run,,3644,12.00,170.0,112,false,,,activities/9542818340.fit.gz,,,3644.0,3644.0,11999.2,4.039,3.293,6.0,196.0,10.9,17.9,3.6,0.0,,,88.0,83.0,,158.0,,,865.0,,,112.0,,,,,,,,,,,,,0.0,,1.0,12011.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.293,0.0,,,,10072.0,,,,,,,,,,,,,""
8914616171,"Apr 18, 2023, 5:35:17 PM",Evening Run,Run,,3978,10.51,182.0,79,false,,,activities/9565283632.fit.gz,,,3978.0,3481.0,10518.8,6.15,3.022,6.2,140.0,11.7,18.1,3.7,0.0,,,95.0,80.0,,154.0,,,797.0,,,79.0,,,,,,,,,,,,,0.0,,1.0,10530.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.644,0.0,,,,7808.0,,,,,,,,,,,,,""
8926622723,"Apr 20, 2023, 4:50:30 PM",Evening Run,Run,,6758,10.86,187.0,107,false,,,activities/9577895097.fit.gz,,,6758.0,3312.0,10865.9,5.28,3.281,24.8,180.0,24.3,33.3,13.7,0.0,,,88.0,81.0,,159.0,,,823.0,,,107.0,,,,,,,,,,,,,0.0,,1.0,10896.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.608,3829.8,,,,8778.0,,,,,,,,,,,,,""
8949575030,"Apr 24, 2023, 4:47:24 PM",Evening Run,Run,,2333,7.17,157.0,55,false,,,activities/9602536480.fit.gz,,,2333.0,2299.0,7172.0,4.238,3.12,6.7,171.0,10.0,16.7,2.1,0.0,,,86.0,83.0,,150.0,,,525.0,,,55.0,,,,,,,,,,,,,0.0,,1.0,7177.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.074,169.3,,,,6286.0,,,,,,,,,,,,,""
8956084933,"Apr 25, 2023, 5:31:40 PM",Evening Run,Run,,3282,6.52,174.0,37,false,,,activities/9609403734.fit.gz,,,3282.0,2161.0,6524.0,6.988,3.019,12.2,77.0,11.6,18.0,9.2,0.0,,,105.0,84.0,,150.0,,,464.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,6549.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.988,214.1,,,,5150.0,,,,,,,,,,,,,""
8975889499,"Apr 29, 2023, 7:05:39 AM",Batavierenrace,Run,Etappe 14,1943,8.00,188.0,96,false,,,activities/9630384012.fit.gz,,,1943.0,1943.0,8006.7,5.286,4.121,0.0,88.0,17.4,19.9,1.5,0.0,,,96.0,83.0,,170.0,,,553.0,,,96.0,,,,,,,,,,,0.0,,0.0,,1.0,8008.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.121,434.4,,,,5408.0,,,,,,,,,,,,,""
9003091961,"May 3, 2023, 1:35:31 PM",Afternoon Run,Run,,4150,12.11,161.0,90,false,,,activities/9659282919.fit.gz,,,4150.0,4129.0,12117.8,5.882,2.935,58.3,277.0,8.4,26.3,17.6,0.0,,,87.0,81.0,,149.0,,,904.0,,,90.0,,,,,,,,,,,,,0.0,,1.0,12229.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.92,452.1,,,,11128.0,,,,,,,,,,,,,""
9014419946,"May 5, 2023, 8:55:50 AM",Morning Run,Run,,5506,16.09,167.0,154,false,,,activities/9671224184.fit.gz,,,5506.0,5506.0,16095.2,3.614,2.923,7.1,203.0,11.0,18.2,3.9,0.0,,,84.0,81.0,,154.0,,,1194.0,,,154.0,,,,,,,,,,,,,0.0,,1.0,16106.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.923,467.0,,,,14786.0,,,,,,,,,,,,,""
9041599601,"May 9, 2023, 5:35:41 PM",Evening Run,Run,3x (3x 100' 200' 300'),5139,8.20,178.0,51,false,,,activities/9700050192.fit.gz,,,5139.0,2943.0,8202.6,7.31,2.787,6.2,93.0,11.7,18.1,40.0,0.0,,,105.0,84.0,,152.0,,,649.0,,,51.0,,,,,,,,,,,0.0,,0.0,,1.0,8237.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.596,0.0,,,,5762.0,,,,,,,,,,,,,""
9053558815,"May 11, 2023, 4:48:45 PM",Evening Run,Run,,6020,10.03,186.0,105,false,,,activities/9712750499.fit.gz,,,6020.0,3047.0,10032.6,9.716,3.293,19.4,185.0,21.7,33.4,16.5,0.0,,,103.0,80.0,,160.0,,,718.0,,,105.0,,,,,,,,,,,,,0.0,,1.0,10059.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.667,1919.0,,,,7958.0,,,,,,,,,,,,,""
9061889337,"May 13, 2023, 7:53:27 AM",Morning Run,Run,,2851,9.36,174.0,88,false,,,activities/9721538392.fit.gz,,,2851.0,2851.0,9368.7,4.095,3.286,6.8,117.0,11.0,19.0,3.7,0.0,,,90.0,82.0,,158.0,,,687.0,,,88.0,,,,,,,,,,,,,0.0,,1.0,9380.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.286,1985.2,,,,7820.0,,,,,,,,,,,,,""
9083659875,"May 16, 2023, 5:40:31 PM",Evening Run,Run,2x (2x1000m + 5x200m) +1000m,4639,9.58,191.0,74,false,,,activities/9744697390.fit.gz,,,4639.0,3010.0,9586.0,6.863,3.185,30.5,137.0,11.9,18.0,3.9,0.0,,,98.0,80.0,,156.0,,,710.0,,,74.0,,,,,,,,,,,0.0,,0.0,,1.0,9624.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.066,0.0,,,,6918.0,,,,,,,,,,,,,""
9099052246,"May 19, 2023, 8:39:27 AM",Morning Run,Run,,4503,13.43,173.0,106,false,,,activities/9760926381.fit.gz,,,4503.0,4286.0,13438.1,11.088,3.135,97.6,340.0,12.9,91.5,12.0,0.1,,,86.0,82.0,,152.0,,,977.0,,,106.0,,,,,,,,,,,,,0.0,,1.0,13564.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.984,111.1,,,,11632.0,,,,,,,,,,,,,""
9171201329,"May 30, 2023, 5:31:38 PM",Evening Run,Run,,3945,5.58,167.0,37,false,,,activities/9840005214.fit.gz,,,3945.0,2064.0,5588.3,4.4,2.708,6.3,77.0,11.9,18.2,31.9,0.0,,,85.0,81.0,,148.0,,,412.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,5630.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.417,0.0,,,,5332.0,,,,,,,,,,,,,""
9183622988,"Jun 1, 2023, 5:17:32 PM",Evening Run,Run,,2395,6.74,165.0,50,false,,,activities/9853089725.fit.gz,,,2395.0,2351.0,6748.7,7.798,2.871,23.1,190.0,11.0,25.8,12.7,0.0,,,85.0,80.0,,149.0,,,504.0,,,50.0,,,,,,,,,,,,,0.0,,1.0,6780.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.818,0.0,,,,6270.0,,,,,,,,,,,,,""
9215642119,"Jun 6, 2023, 5:34:46 PM",Evening Run,Run,,4003,7.21,192.0,74,false,,,activities/9886946304.fit.gz,,,4003.0,2604.0,7215.1,6.455,2.771,12.4,88.0,11.9,18.1,8.8,0.0,,,92.0,82.0,,164.0,,,628.0,,,74.0,,,,,,,,,,,,,0.0,,1.0,7242.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.802,0.0,,,,5288.0,,,,,,,,,,,,,""
9228110029,"Jun 8, 2023, 4:47:49 PM",Evening Run,Run,Inlopen & warming-up & uitlopen,4711,5.99,181.0,65,false,,,activities/9900115536.fit.gz,,,4711.0,2004.0,5995.9,5.366,2.992,31.7,164.0,22.3,33.3,12.2,0.0,,,87.0,81.0,,159.0,,,462.0,,,65.0,,,,,,,,,,,0.0,,0.0,,1.0,6032.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.273,4633.3,,,,5382.0,,,,,,,,,,,,,""
9234570234,"Jun 9, 2023, 6:38:54 PM",Evening Run,Run,,1950,1.81,180.0,15,false,,,activities/9906856316.fit.gz,,,1950.0,550.0,1813.6,6.039,3.297,8.5,46.0,22.4,28.9,6.9,-0.1,,,95.0,82.0,,156.0,,,130.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,1815.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.93,464.2,,,,1488.0,,,,,,,,,,,,,""
9234577054,"Jun 9, 2023, 7:26:03 PM",Night Run,Run,Eerste baanwedstrijd,1152,5.00,196.0,78,false,,,activities/9906863451.fit.gz,,,1152.0,1152.0,5003.8,6.858,4.344,0.0,1.0,27.1,27.3,0.7,0.0,,,94.0,85.0,,184.0,,,349.0,,,78.0,,,,,,,,,,,0.0,,0.0,,1.0,5005.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.344,0.0,,,,3236.0,,,,,,,,,,,,,""
9234635976,"Jun 9, 2023, 7:59:07 PM",Night Run,Run,,232,0.63,156.0,5,false,,,activities/9906927132.fit.gz,,,232.0,232.0,634.4,3.326,2.735,0.0,1.0,27.1,27.3,1.0,0.0,,,83.0,82.0,,150.0,,,50.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,634.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.735,0.0,,,,628.0,,,,,,,,,,,,,""
9242964977,"Jun 11, 2023, 6:32:28 AM",Morning Run,Run,,2417,7.55,173.0,73,false,,,activities/9915768052.fit.gz,,,2417.0,2417.0,7551.0,4.62,3.124,7.5,130.0,11.1,19.0,4.7,0.0,,,88.0,80.0,,158.0,,,581.0,,,73.0,,,,,,,,,,,,,0.0,,1.0,7560.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.124,1510.8,,,,6476.0,,,,,,,,,,,,,""
9259627675,"Jun 13, 2023, 5:34:37 PM",Evening Run,Run,2x(3x 800m + 3x 150m),4142,8.30,188.0,55,false,,,activities/9933373779.fit.gz,,,4142.0,3041.0,8302.6,6.821,2.73,6.3,96.0,11.6,18.2,30.9,0.0,,,95.0,80.0,,153.0,,,682.0,,,55.0,,,,,,,,,,,0.0,,0.0,,1.0,8329.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.004,131.3,,,,6010.0,,,,,,,,,,,,,""
9272048710,"Jun 15, 2023, 4:50:13 PM",Evening Run,Run,5x 600m,5398,7.50,185.0,67,false,,,activities/9946462608.fit.gz,,,5398.0,2194.0,7502.8,5.542,3.42,18.3,113.0,22.4,33.7,10.3,0.0,,,88.0,80.0,,158.0,,,543.0,,,67.0,,,,,,,,,,,0.0,,0.0,,1.0,7526.2,1686844800.0,1.0,26.6,25.6,8.9,0.33,1018.1,3.4,6.3,14.0,0.0,1686798976.0,1686859008.0,0.875,,,0.0,1.0,0.35,32755.0,2.0,,,,,0.0,1.39,2329.1,,,,5788.0,,,,,,,,,,,,,""
9305428706,"Jun 21, 2023, 5:15:44 AM",Morning Run,Run,,2190,7.03,160.0,32,false,,,activities/9982040159.fit.gz,,,2190.0,2172.0,7031.9,9.063,3.238,16.6,146.0,10.0,26.9,3.9,0.0,,,85.0,80.0,,143.0,,,503.0,,,32.0,,,,,,,,,,,,,0.0,,1.0,7050.5,1687323648.0,2.0,18.0,18.4,16.5,0.91,1014.4,3.0,6.0,235.0,0.0,1687317504.0,1687377536.0,0.125,,,0.0,1.0,0.61,20278.0,0.0,,,,,0.0,3.211,127.5,,,,5740.0,,,,,,,,,,,,,""
9336586140,"Jun 26, 2023, 8:46:52 AM",Morning Run,Run,,1780,5.70,168.0,45,false,,,activities/10014993891.fit.gz,,,1780.0,1780.0,5703.3,3.919,3.204,6.8,82.0,10.9,18.0,5.3,0.0,,,85.0,81.0,,154.0,,,415.0,,,45.0,,,,,,,,,,,,,0.0,,1.0,5713.3,1687766400.0,2.0,20.7,20.9,15.2,0.71,1015.7,5.6,11.1,277.0,0.0,1687749504.0,1687809536.0,0.25,,,0.0,1.0,0.56,27307.8,3.0,,,,,0.0,3.204,0.0,,,,4822.0,,,,,,,,,,,,,""
9346027027,"Jun 27, 2023, 5:37:44 PM",Evening Run,Run,,4435,8.91,182.0,90,false,,,activities/10024952148.fit.gz,,,4435.0,2293.0,8917.9,8.328,3.889,15.7,132.0,11.6,18.0,31.9,0.0,,,99.0,83.0,,164.0,,,591.0,,,90.0,,,,,,,,,,,,,0.0,,1.0,8969.0,1687885184.0,3.0,20.9,20.2,9.5,0.48,1018.8,4.0,8.0,309.0,0.0,1687835904.0,1687895936.0,0.375,,,0.0,1.0,0.9,32574.3,1.0,,,,,0.0,2.011,110.2,,,,6304.0,,,,,,,,,,,,,""
9349350191,"Jun 28, 2023, 10:09:41 AM",Lunch Run,Run,,1353,4.20,180.0,36,false,,,activities/10028447358.fit.gz,,,1353.0,1353.0,4206.0,4.685,3.109,6.2,102.0,10.4,16.7,3.2,0.0,,,88.0,81.0,,155.0,,,317.0,,,36.0,,,,,,,,,,,,,0.0,,1.0,4214.1,1687946368.0,3.0,17.7,17.6,13.5,0.76,1018.5,3.0,6.6,189.0,0.0,1687922432.0,1687982336.0,0.375,,,0.27,5.0,0.84,25372.6,4.0,,,,,0.0,3.109,43.2,,,,3634.0,,,,,,,,,,,,,""
9358526264,"Jun 29, 2023, 6:48:34 PM",Evening Run,Run,,715,1.31,173.0,13,false,,,activities/10038106321.fit.gz,,,715.0,401.0,1310.0,3.716,3.267,0.0,12.0,21.1,22.3,0.6,0.0,,,80.0,78.0,,159.0,,,93.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,1310.8,1688061568.0,3.0,20.6,21.1,16.1,0.75,1012.7,3.0,5.2,291.0,1.5,1688008960.0,1688068480.0,0.375,,,0.79,5.0,0.91,20689.2,0.0,,,,,0.0,1.832,0.0,,,,1036.0,,,,,,,,,,,,,""
9358683268,"Jun 29, 2023, 7:30:01 PM",Venlo Limbra avondwedstrijd,Run,Lekker nat geregend,634,3.00,198.0,39,false,,,activities/10038270532.fit.gz,,,634.0,634.0,3005.7,7.078,4.741,0.0,6.0,18.4,19.9,1.8,0.0,,,97.0,86.0,,181.0,,,197.0,,,39.0,,,,,,,,,,,0.0,,0.0,,1.0,3011.0,1688065152.0,3.0,19.6,20.0,16.0,0.79,1013.1,3.1,5.3,303.0,0.6,1688008960.0,1688068480.0,0.375,,,0.79,5.0,0.95,17218.3,0.0,,,,,0.0,4.741,0.0,,,,1782.0,,,,,,,,,,,,,""
9373946221,"Jul 2, 2023, 11:18:01 AM",Afternoon Run,Run,,1622,5.54,173.0,47,false,,,activities/10054919402.fit.gz,,,1622.0,1616.0,5547.0,5.543,3.433,5.9,106.0,10.9,17.9,3.8,0.0,,,88.0,79.0,,156.0,,,400.0,,,47.0,,,,,,,,,,,,,0.0,,1.0,5557.4,1688295552.0,8.0,19.5,18.7,8.6,0.49,1010.3,7.3,13.9,264.0,0.0,1688268160.0,1688327936.0,0.375,,,0.1,5.0,0.37,31635.0,6.0,,,,,0.0,3.42,0.0,,,,4288.0,,,,,,,,,,,,,""
9379457583,"Jul 3, 2023, 9:57:19 AM",Lunch Run,Run,,731,2.18,176.0,22,false,,,activities/10060787087.fit.gz,,,731.0,691.0,2185.0,4.103,3.162,12.2,49.0,24.3,33.3,15.6,0.0,,,85.0,81.0,,158.0,,,163.0,,,22.0,,,,,,,,,,,,,0.0,,1.0,2198.2,1688374784.0,3.0,16.8,16.3,10.5,0.66,1010.3,6.2,11.5,247.0,0.0,1688354560.0,1688414336.0,0.5,,,0.0,1.0,0.82,26171.2,3.0,,,,,0.0,2.989,1793.5,,,,1850.0,,,,,,,,,,,,,""
9379460367,"Jul 3, 2023, 10:24:39 AM",Lunch Run,Run,,1410,4.54,175.0,42,false,,,activities/10060790119.fit.gz,,,1410.0,1239.0,4547.0,5.92,3.67,0.0,14.0,27.1,27.3,1.2,0.0,,,98.0,80.0,,161.0,,,315.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,4548.5,1688378368.0,8.0,17.8,17.2,10.2,0.61,1010.6,6.7,12.6,249.0,0.0,1688354560.0,1688414336.0,0.5,,,0.0,1.0,0.76,26281.1,4.0,,,,,0.0,3.225,0.0,,,,3226.0,,,,,,,,,,,,,""
9379529577,"Jul 3, 2023, 10:53:54 AM",Lunch Run,Run,,593,1.75,157.0,13,false,,,activities/10060863567.fit.gz,,,593.0,593.0,1752.5,3.583,2.955,3.8,31.0,21.7,28.4,1.0,-0.2,,,85.0,82.0,,149.0,,,133.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,1747.1,1688378368.0,8.0,17.8,17.2,10.2,0.61,1010.6,6.7,12.6,249.0,0.0,1688354560.0,1688414336.0,0.5,,,0.0,1.0,0.76,26281.1,4.0,,,,,0.0,2.955,314.9,,,,1626.0,,,,,,,,,,,,,""
9394348098,"Jul 5, 2023, 5:04:16 PM",Evening Run,Run,,951,2.00,166.0,15,false,,,activities/10076441598.fit.gz,,,951.0,651.0,2007.3,5.09,3.083,0.0,49.0,10.0,11.5,1.9,0.0,,,85.0,81.0,,152.0,,,142.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,2009.3,1688576384.0,1.0,17.6,17.1,11.1,0.66,1011.9,6.0,11.3,263.0,0.0,1688527360.0,1688587008.0,0.625,,,0.92,5.0,0.31,19858.3,1.0,,,,,0.0,2.111,0.0,,,,1750.0,,,,,,,,,,,,,""
9394809384,"Jul 5, 2023, 6:03:08 PM",Evening Run,Run,"",1099,5.00,188.0,55,false,,,activities/10076927914.fit.gz,,,1099.0,1096.0,5001.5,6.4,4.563,0.0,9.0,9.8,10.1,1.3,0.0,,,98.0,84.0,,171.0,,,335.0,,,55.0,,,,,,,,,,,0.0,,0.0,,1.0,5004.0,1688579968.0,1.0,17.4,17.0,11.5,0.68,1012.5,4.9,9.8,260.0,0.0,1688527360.0,1688587008.0,0.625,,,0.92,5.0,0.37,22476.8,0.0,,,,,0.0,4.551,0.0,,,,3048.0,,,,,,,,,,,,,""
9410289681,"Jul 8, 2023, 8:19:20 AM",Morning Run,Run,,3666,11.00,173.0,98,false,,,activities/10093230543.fit.gz,,,3666.0,3666.0,11003.7,4.507,3.002,11.5,140.0,11.1,19.0,4.6,0.0,,,85.0,80.0,,155.0,,,826.0,,,98.0,,,,,,,,,,,,,0.0,,1.0,11020.6,1688803200.0,1.0,24.2,24.3,14.3,0.54,1017.1,3.0,6.3,103.0,0.0,1688786816.0,1688846080.0,0.625,,,0.0,1.0,0.02,31026.1,3.0,,,,,0.0,3.002,497.7,,,,9806.0,,,,,,,,,,,,,""
9432706362,"Jul 11, 2023, 5:35:11 PM",Evening Run,Run,,4468,6.46,177.0,34,false,,,activities/10116960495.fit.gz,,,4468.0,2805.0,6466.2,7.9,2.305,0.0,63.0,11.9,12.7,1.3,0.0,,,96.0,83.0,,151.0,,,563.0,,,34.0,,,,,,,,,,,,,0.0,,1.0,6468.6,1689094784.0,3.0,27.7,28.7,17.5,0.54,1009.1,3.3,7.1,253.0,0.0,1689046144.0,1689105152.0,0.875,,,0.29,5.0,0.79,26239.4,1.0,,,,,0.0,1.447,0.0,,,,4302.0,,,,,,,,,,,,,""
9439591606,"Jul 12, 2023, 7:09:10 PM",Night Run,Run,,2549,7.62,158.0,42,false,,,activities/10124200153.fit.gz,,,2549.0,2443.0,7624.9,6.133,3.121,38.5,125.0,9.9,26.3,3.3,0.0,,,83.0,79.0,,145.0,,,538.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,7666.7,1689188352.0,1.0,19.7,19.2,11.0,0.57,1012.9,3.6,7.2,258.0,0.0,1689132672.0,1689191552.0,0.875,,,0.76,5.0,0.22,28744.7,0.0,,,,,0.0,2.991,0.0,,,,6422.0,,,,,,,,,,,,,""
9486320264,"Jul 20, 2023, 8:50:01 AM",Morning Run,Run,,2757,8.83,181.0,90,false,,,activities/10173461268.fit.gz,,,2757.0,2732.0,8833.5,4.067,3.233,44.3,130.0,10.5,34.6,5.1,0.0,,,84.0,79.0,,160.0,,,661.0,,,90.0,,,,,,,,,,,,,0.0,,1.0,8901.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.204,0.0,,,,7216.0,,,,,,,,,,,,,""
9517161336,"Jul 25, 2023, 8:46:23 AM",Morning Run,Run,,3817,10.86,164.0,56,false,,,activities/10206186380.fit.gz,,,3817.0,3766.0,10859.1,9.92,2.883,63.9,269.0,11.9,62.6,10.5,0.0,,,83.0,80.0,,144.0,,,776.0,,,56.0,,,,,,,,,,,,,0.0,,1.0,11000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.845,61.3,,,,9964.0,,,,,,,,,,,,,""
9576925807,"Aug 3, 2023, 5:39:41 PM",Evening Run,Run,,1894,6.87,181.0,76,false,,,activities/10269336735.fit.gz,,,1894.0,1845.0,6876.2,5.102,3.727,6.2,135.0,9.8,15.9,3.0,0.0,,,85.0,81.0,,164.0,,,481.0,,,76.0,,,,,,,,,,,,,0.0,,1.0,6883.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.631,132.5,,,,4956.0,,,,,,,,,,,,,""
9592070870,"Aug 6, 2023, 7:55:05 AM",Morning Run,Run,,3646,10.59,178.0,93,false,,,activities/10285364809.fit.gz,,,3646.0,3441.0,10596.3,6.358,3.079,40.8,223.0,11.9,41.9,5.3,0.0,,,84.0,79.0,,156.0,,,793.0,,,93.0,,,,,,,,,,,,,0.0,,1.0,10651.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.906,0.0,,,,9068.0,,,,,,,,,,,,,""
9608463056,"Aug 8, 2023, 4:49:38 PM",Evening Run,Run,4× 1000m & 10x 200m,7258,12.59,191.0,145,false,,,activities/10302646110.fit.gz,,,7258.0,3717.0,12595.4,5.452,3.389,25.4,199.0,24.3,33.1,15.0,0.0,,,113.0,81.0,,164.0,,,897.0,,,145.0,,,,,,,,,,,0.0,,0.0,,1.0,12632.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.735,3924.6,,,,9792.0,,,,,,,,,,,,,""
9618409023,"Aug 10, 2023, 8:49:51 AM",Morning Run,Run,,2104,7.27,184.0,98,false,,,activities/10313139275.fit.gz,,,2104.0,2054.0,7269.4,4.487,3.539,7.8,118.0,10.2,16.5,2.2,0.0,,,85.0,82.0,,168.0,,,535.0,,,98.0,,,,,,,,,,,,,0.0,,1.0,7273.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.455,557.2,,,,5568.0,,,,,,,,,,,,,""
9631258928,"Aug 12, 2023, 8:52:49 AM",Morning Run,Run,,3022,9.52,179.0,120,false,,,activities/10326742396.fit.gz,,,3022.0,3022.0,9527.0,4.341,3.153,12.9,116.0,10.8,17.9,7.0,0.0,,,85.0,80.0,,164.0,,,729.0,,,120.0,,,,,,,,,,,,,0.0,,1.0,9546.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.153,0.0,,,,8022.0,,,,,,,,,,,,,""
9650143176,"Aug 15, 2023, 6:21:38 AM",Morning Run,Run,,3467,9.01,170.0,74,false,,,activities/10346662344.fit.gz,,,3467.0,3212.0,9018.1,3.925,2.808,17.7,183.0,141.0,149.5,8.1,0.0,,,87.0,79.0,,151.0,,,676.0,,,74.0,,,,,,,,,,,,,0.0,,1.0,9050.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.601,998.6,,,,8460.0,,,,,,,,,,,,,""
